program,quality,season,ytm,shipping_mark,brand_name,pss,basket,flow_type,packaging_status,product_code,description,detail_size_description,new_repeat,master_contract,sam,design,widths,color,article,size_name,size_dims,quantity,cancelled_qty,pcb,order_cartons,net_wt_pcs,net_wt_ctn,gross_weight,total_net_wt,total_gross_wt,l,w,h,cbm,total_volume,tag_cards_yellow_tags,line_product_code_stickers,price,total_value,week_date,no_of_days,ytm_ship_dates,initial_fri,etd,comments,merged,etd_remarks,greige_file
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6885,,,54SSH27FRCH0049,SSH27FRCH0005,PROMO,,I958289,PARURE 200X200 CM SAGARA,QC 200X200+ 2PC 65X65,,,,SAGARA,,BEIGE,DUVET/QUILT COVER SET,STANDARD,200X200,308,,4,77,1.37,5.48,5.98,421.96,460.46,30.0,27.5,33.0,0.027,,"29,99€
-20%
23,99€",,12.23,3766.84,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6885,,,54SSH27FRCH0049,SSH27FRCH0005,PROMO,,I958290,PARURE 240X220 CM SAGARA,QC 240X220+ 2PC 65X65,,,,SAGARA,,BEIGE,DUVET/QUILT COVER SET,DOUBLE,240X220,380,,5,76,1.82,9.11,9.61,692.36,730.36,40.0,27.5,33.0,0.036,,"34,99€
-20%
27,99€",,14.54,5525.2,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6885,,,54SSH27FRCH0049,SSH27FRCH0005,PROMO,,I959200,PARURE 260X240 CM SAGARA,QC 260X240 +2PC 65X65,,,,SAGARA,,BEIGE,DUVET/QUILT COVER SET,KING,260X240,252,,4,63,2.0,7.99,8.49,503.37,534.87,36.0,27.0,33.0,0.032,,"39,99€
-20%
31,99€",,16.13,4064.76,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6901,,,,SSH27FRCH0005,PROMO,,I298762,PARURE 240X220 THEA,QC 240x220  + 2 PC 63x63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,DOUBLE,240X220,90,,5,18,,,8.06,,,40.0,27.5,33.0,,,"30,99€
-30%
21,69€",,9.48,853.2,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,"57 FILS 30x30/ 76x68, 52:48 pc ",SSH-27,6907,,,54SSH27FRCH0049,SSH27FRCH0005,PROMO,,I981866,PARURE 140X200 OLIVE, BUTTONED QC 140X200 + 1PC 65X65+23 FLAP DOUBLE NEEDLE STITCH,,,,OLIVE,,BEIGE,DUVET/QUILT COVER SET,SINGLE,140X200,72,,4,18,0.98,3.9,4.4,70.2,79.2,26.0,27.5,33.0,0.024,,14.99 €,,6.73,484.56,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,"57 FILS 30x30/ 76x68, 52:48 pc ",SSH-27,6907,,,54SSH27FRCH0049,SSH27FRCH0005,PROMO,,I981867,PARURE 200X200 OLIVE, BUTTONED QC 200X200 + 2PC 65X65+23 FLAP DOUBLE NEEDLE STITCH,,,,OLIVE,,BEIGE,DUVET/QUILT COVER SET,STANDARD,200X200,60,,5,12,1.15,5.75,6.25,69.0,75.0,32.0,27.5,33.0,0.029,,19.99 €,,11.15,669.0,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,"57 FILS 30x30/ 76x68, 52:48 pc ",SSH-27,6907,,,54SSH27FRCH0049,SSH27FRCH0005,PROMO,,I981868,PARURE 240X220 OLIVE, BUTTONED QC 240X220 + 2PC 65X65+23 FLAP DOUBLE NEEDLE STITCH,,,,OLIVE,,BEIGE,DUVET/QUILT COVER SET,DOUBLE,240x220,80,,5,16,1.75,8.76,9.26,140.16,148.16,48.0,27.5,33.0,0.044,,24.99 €,,13.05,1044.0,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6889,,,54SSH27FRCH0049,SSH27FRCH0005,PROMO,,I981942,PARURE 240X220 MICROLINE,QC 240X220+ 2PC 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,DOUBLE,240X220,550,,5,110,1.23,6.14,6.64,675.4,730.4,34.0,27.5,33.0,0.031,,14.99 €,,6.49,3569.5,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6889,,,54SSH27FRCH0049,SSH27FRCH0005,PROMO,,I981943,PARURE 200X200 MICROLINE,QC 200X200+ 2PC 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,STANDARD,200X200,412,,4,103,0.97,3.87,4.37,398.61,450.11,27.5,22.0,33.0,0.02,2.056,9.99 €,,5.65,2327.8,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6889,,,54SSH27FRCH0049,SSH27FRCH0005,PROMO,,I981944,PARURE 140X200 MICROLINE,QC 140X200 + 1PC 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,SINGLE,140X200,536,,4,134,0.69,2.76,3.26,369.84,436.84,27.5,19.0,33.0,0.017,,6.99 €,,3.88,2079.68,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6889,,,54SSH27FRCH0049,SSH27FRCH0005,PROMO,,I981945,PARURE 140X200 MICROPANSY,QC 140X200 + 1PC 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,SINGLE,140X200,368,,4,92,0.69,2.76,3.26,253.92,299.92,27.5,19.0,33.0,0.017,1.586,6.99 €,,3.88,1427.84,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6889,,,54SSH27FRCH0049,SSH27FRCH0005,PROMO,,I981946,PARURE 200X200 MICROPANSY,QC 200X200+ 2PC 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,STANDARD,200X200,328,,4,82,0.97,3.87,4.37,317.34,358.34,27.5,22.0,33.0,0.02,1.637,9.99 €,,5.65,1853.2,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6889,,,54SSH27FRCH0049,SSH27FRCH0005,PROMO,,I981947,PARURE 240X220 MICROPANSY,QC 240X220+ 2PC 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,DOUBLE,240X220,485,,5,97,1.23,6.14,6.64,595.58,644.08,33.0,27.5,33.0,0.03,2.905,14.99 €,,6.49,3147.65,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6912,,,54SSH27FRCH0050,SSH27FRCH0005,PROMO,,I981971,PARURE 140X200 NYC,QC 140X200 + 1PC 65X65,,,,NYC,,BLUE,DUVET/QUILT COVER SET,SINGLE,140X200,76,,4,19,1.02,4.08,4.58,77.52,87.02,27.5,24.0,33.0,0.022,,"29,99€
-20%
23,99€",,9.52,723.52,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6885,,,54SSH27FRCH0050,SSH27FRCH0005,PROMO,,I981975,PARURE 200X200 DEHLI,QC 200X200+ 2PC 65X65 BOTTLENECK,,,,DEHLI,,AQUA,DUVET/QUILT COVER SET,STANDARD,200X200,52,,4,13,1.48,5.91,6.41,76.83,83.33,30.0,27.5,33.0,0.027,,"29,99€
-20%
23,99€",,11.54,600.08,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH 14 AUG ETD,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6912,,,54SSH27FRCH0050,SSH27FRCH0005,PROMO,,I981984,PARURE 200X200 NYC,QC 200X200+ 2PC 65X65,,,,NYC,,BLUE,DUVET/QUILT COVER SET,STANDARD,200X200,96,,4,24,1.37,5.48,5.98,131.52,143.52,27.5,27.0,33.0,0.025,,"34,99€
-20%
27,99€",,13.16,1263.36,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6885,,,54SSH27FRCH0050,SSH27FRCH0005,PROMO,,I981989,PARURE 240X220 DEHLI,QC 240X220+ 2PC 65X65 BOTTLENECK,,,,DEHLI,,AQUA,DUVET/QUILT COVER SET,DOUBLE,240X220,90,,5,18,1.78,8.89,9.39,160.02,169.02,40.0,27.5,33.0,0.036,,"35,99€
-20%
28,79€",,13.71,1233.9,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH 14 AUG ETD,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6912,,,54SSH27FRCH0050,SSH27FRCH0005,PROMO,,I981998,PARURE 240X220 NYC,QC 240X220+ 2PC 65X65,,,,NYC,,BLUE,DUVET/QUILT COVER SET,DOUBLE,240X220,70,,5,14,1.82,9.08,9.58,127.12,134.12,40.0,27.5,33.0,0.036,,"39,99€
-20%
31,99€",,15.86,1110.2,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6885,,,,SSH27FRCH0005,PROMO,,I982002,PARURE 260X240 DEHLI,QC 260X240+ 2PC 65X65 BOTTLENECK,,,,DEHLI,,AQUA,DUVET/QUILT COVER SET,KING,260X240,68,,4,17,,,8.46,,,36.0,27.5,33.0,,,"39,99€
-20%
31,99€",,15.22,1034.96,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH 14 AUG ETD,,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6901,,,,SSH27FRCH0005,PROMO,,I298763,PARURE 260X240 THEA,QC 260x240  + 2 PC 63x63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,KING,260X240,44,,4,11,,,7.56,,,36.0,27.5,33.0,,,"34,99€
-30%
24,49€",,10.56,464.64,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6882,,,54SSH27FRCH0035,SSH27FRCH0005,PROMO,,I996096,PARURE HC 140 PAW PATROL,QC 140X200 + 1PC 65X65,,,,TEAM PAW PATROL NEW,,BLUE DARK,DUVET/QUILT COVER SET,SINGLE,140X200,284,,4,71,1.08,4.31,4.81,306.01,341.51,27.5,24.0,33.0,0.022,,"29,99€
-20%
23,99€",,9.08,2578.72,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6904,,,54SSH27REC50230,SSH27REC50001,,,I957310,PARURE 240X220 DIPDYE,240X220 BUTTONED DUVET WITH 65X65 PC +23 FLAP,REPEAT,,,DIP DYE,,BLUE,DUVET/QUILT COVER SET,DOUBLE,240X220,115,,5,23,,,7.22,,,40.0,27.5,33.0,,,,,12.29,1413.35,2026-07-03,52,2026-08-24,2026-09-08,2026-09-25,MERGE,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,,,,,SSH27REC50001,,,I981970,PARURE 140X200 URBAN,QC 140X200 + 1PC 65X65,REPEAT,,,URBAN,,ANTHRACITE,DUVET/QUILT COVER SET,SINGLE,140X200,92,,4,23,,,4.58,,,27.5,24.0,33.0,,,,,7.98,734.16,2026-07-03,52,2026-08-24,2026-09-08,2026-09-25,PBMOQ,BASKET HOLD ON PBMOQ,,
BELGIUM PRINTS,MICROFIBER,SSH-27,7548,,,54SSH27BECA0089,SSH27BECA0014,PROMO,,I981944,PARURE 140X200 MICROLINE,QC 140X200 + 1PC 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,SINGLE,140X200,112,,4,28,0.69,2.76,3.26,77.28,91.28,27.5,19.0,33.0,0.017,0.48279,,,3.88,434.56,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,no merging,,,
BELGIUM PRINTS,"30X30/76X68, 100% COTTON - ONE WAY SLUB",SSH-27,,,TEX HOME,54SSH27BECA0068,SSH27BECA0001,REPLENISHMENT,,I291844,PARURE 240X220 INDI,QC 240x220  + 2 PC 65x65,,,,INDI,,OFF WHITE,DUVET/QUILT COVER SET,DOUBLE,240X220,240,,5,48,,,,,,,,,,,,,15.54,3729.6,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,no merging,,,
BELGIUM PRINTS,"30X30/76X68, 100% COTTON - ONE WAY SLUB",SSH-27,,,,54SSH27BECA0068,SSH27BECA0001,REPLENISHMENT,,I291847,PARURE 260X240 INDI,QC 260x240  + 2 PC 65x65,,,,INDI,,OFF WHITE,DUVET/QUILT COVER SET,KING,260X240,120,,4,30,,,,,,,,,,,,,16.74,2008.8,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,no merging,,,
BELGIUM PRINTS,"30X30/76X68, 100% COTTON - ONE WAY SLUB",SSH-27,,,,54SSH27BECA0068,SSH27BECA0001,REPLENISHMENT,,I291850,PARURE 200X200 INDI,QC 200x200  + 2 PC 65x65,,,,INDI,,OFF WHITE,DUVET/QUILT COVER SET,STANDARD,200X200,120,,4,30,,,,,,,,,,,,,12.68,1521.6,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,no merging,,,
BELGIUM PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,,,,54SSH27BECA0068,SSH27BECA0001,REPLENISHMENT,,I298760,PARURE 140X200 THEA,QC 140X200 + 1PC 63X63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,SINGLE,,160,,4,40,,,3.9,,,27.5,22.0,33.0,,,,,4.96,793.6,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,no merging,,,
BELGIUM PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,7286,,,54SSH27BECA0061,SSH27BECA0011,PROMO,,I298760,PARURE 140X200 THEA,QC 140X200 + 1PC 63X63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,SINGLE,140X200,156,,4,39,,,3.9,,,27.5,22.0,33.0,,,,,4.96,773.76,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,issued on 24 aug etd,,,
BELGIUM PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,,,,54SSH27BECA0068,SSH27BECA0001,REPLENISHMENT,,I298761,PARURE 200X200 THEA,QC 200x200  + 2 PC 63x63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,STANDARD,,120,,4,30,,,,,,,,,,,,,7.82,938.4,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,no merging,,,
BELGIUM PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,7286,,,54SSH27BECA0061,SSH27BECA0011,PROMO,,I298761,PARURE 200X200 THEA,QC 200x200  + 2 PC 63x63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,STANDARD,200X200,156,,4,39,,,,,,,,,,,,,7.82,1219.92,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,issued on 24 aug etd,,,
BELGIUM PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,,,,54SSH27BECA0068,SSH27BECA0001,REPLENISHMENT,,I298762,PARURE 240X220 THEA,QC 240x220  + 2 PC 63x63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,DOUBLE,,200,,5,40,,,8.06,,,40.0,27.5,33.0,,,,,9.48,1896.0,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,no merging,,,
BELGIUM PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,7286,,,54SSH27BECA0061,SSH27BECA0011,PROMO,,I298762,PARURE 240X220 THEA,QC 240x220  + 2 PC 63x63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,DOUBLE,240X220,195,,5,39,,,8.06,,,40.0,27.5,33.0,,,,,9.48,1848.6,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,issued on 24 aug etd,,,
BELGIUM PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,,,,54SSH27BECA0068,SSH27BECA0001,REPLENISHMENT,,I298763,PARURE 260X240 THEA,QC 260x240  + 2 PC 63x63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,KING,260X240,120,,4,30,,,7.56,,,36.0,27.5,33.0,,,,,10.56,1267.2,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,no merging,,,
BELGIUM PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,7286,,,54SSH27BECA0061,SSH27BECA0011,PROMO,,I298763,PARURE 260X240 THEA,QC 260x240  + 2 PC 63x63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,KING,260X240,156,,4,39,,,7.56,,,36.0,27.5,33.0,,,,,10.56,1647.36,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,issued on 24 aug etd,,,
BELGIUM PRINTS,"30X30/76X68, 100% COTTON - ONE WAY SLUB",SSH-27,,,,54SSH27BECA0068,SSH27BECA0001,REPLENISHMENT,,I302404,PARURE 140X200 INDI,QC 140X200 1PC 65X65,,,,INDI,,OFF WHITE,DUVET/QUILT COVER SET,SINGLE,140x200,200,,4,50,,,,,,,,,,,,,8.69,1738.0,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,no merging,,,
BELGIUM PRINTS,"57 FILS 30x30/ 76x68, 52:48 pc ",SSH-27,,,,54SSH27BECA0068,SSH27BECA0001,REPLENISHMENT,,I981866,PARURE 140X200 OLIVE, BUTTONED QC 140X200 + 1PC 65X65+23 FLAP DOUBLE NEEDLE STITCH,,,,OLIVE,,BEIGE,DUVET/QUILT COVER SET,SINGLE,,240,,4,60,,,4.4,,,26.0,27.5,33.0,,,,,6.73,1615.2,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,issue on 21 aug etd,,,
BELGIUM PRINTS,"57 FILS 30x30/ 76x68, 52:48 pc ",SSH-27,,,,54SSH27BECA0068,SSH27BECA0001,REPLENISHMENT,,I981867,PARURE 200X200 OLIVE, BUTTONED QC 200X200 + 2PC 65X65+23 FLAP DOUBLE NEEDLE STITCH,,,,OLIVE,,BEIGE,DUVET/QUILT COVER SET,STANDARD,200X200,200,,4,50,,,6.25,,,32.0,27.5,33.0,,,,,11.15,2230.0,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,issue on 21 aug etd,,,
BELGIUM PRINTS,"57 FILS 30x30/ 76x68, 52:48 pc ",SSH-27,,,,54SSH27BECA0068,SSH27BECA0001,REPLENISHMENT,,I981868,PARURE 240X220 OLIVE, BUTTONED QC 240X220 + 2PC 65X65+23 FLAP DOUBLE NEEDLE STITCH,,,,OLIVE,,BEIGE,DUVET/QUILT COVER SET,DOUBLE,240x220,200,,5,40,,,9.26,,,48.0,27.5,33.0,,,,,13.05,2610.0,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,issue on 21 aug etd,,,
BELGIUM PRINTS,"57 FILS 30x30/ 76x68, 52:48 pc ",SSH-27,,,,54SSH27BECA0068,SSH27BECA0001,REPLENISHMENT,,I986040,PARURE 260X240 OLIVE,,,,,OLIVE,,BEIGE,DUVET/QUILT COVER SET,KING,,60,,4,15,,,,,,,,,,,,,14.48,868.8,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,issue on 21 aug etd,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,7548,,,54SSH27BECA0089,SSH27BECA0014,PROMO,,I981943,PARURE 200X200 MICROLINE,QC:200X200 2PC: 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,STANDARD,200X200,112,,4,28,0.97,3.87,4.37,108.36,122.36,27.5,22.0,33.0,0.02,0.559,,,5.65,632.8,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,no merging,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,7548,,,54SSH27BECA0089,SSH27BECA0014,PROMO,,I981942,PARURE 240X220 MICROLINE,QC:240X220 2 PC:60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,DOUBLE,240X220,140,,5,28,,,6.64,,,34.0,27.5,33.0,,,,,6.49,908.6,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,no merging,,,
BELGIUM PRINTS, MICROFIBER,SSH-27,7270,,,54SSH27BECA0090,SSH27BECA0014,PROMO,,I293002,PARURE 140X200 MICRONEHA,QC:140X200 1PC 60X60,,,,MICRONEHA,,OFF WHITE,DUVET/QUILT COVER SET,SINGLE,140X200,156,,4,39,0.69,2.76,3.26,107.64,127.14,27.5,19.0,33.0,0.017,0.6724575,,,3.88,605.28,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,no merging,,,
BELGIUM PRINTS, MICROFIBER,SSH-27,7270,,,54SSH27BECA0090,SSH27BECA0014,PROMO,,I293003,PARURE 200X200 MICRONEHA,QC:200X200 2PC: 60X60,,,,MICRONEHA,,OFF WHITE,DUVET/QUILT COVER SET,STANDARD,200X200,156,,4,39,0.97,3.87,4.37,150.93,170.43,27.5,22.0,33.0,0.02,0.779,,,5.65,881.4,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,no merging,,,
BELGIUM PRINTS, MICROFIBER,SSH-27,7270,,,54SSH27BECA0090,SSH27BECA0014,PROMO,,I293004,PARURE 240X220 MICRONEHA,QC:240X220 2 PC:60X60,,,,MICRONEHA,,OFF WHITE,DUVET/QUILT COVER SET,DOUBLE,240X220,195,,5,39,,,6.64,,,34.0,27.5,33.0,,,,,6.49,1265.55,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,no merging,,,
BELGIUM PRINTS, MICROFIBER,SSH-27,7270,,,54SSH27BECA0090,SSH27BECA0014,PROMO,,I300524,PARURE 260X240 MICRONEHA,QC 260X240+ 2PC 60X60,,,,MICRONEHA,,OFF WHITE,DUVET/QUILT COVER SET,KING,260X240,195,,5,39,1.17,5.85,6.35,228.15,247.65,30.0,27.5,33.0,0.027,,,,7.81,1522.95,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,no merging,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,7548,,,54SSH27BECA0089,SSH27BECA0014,PROMO,,I981945,PARURE 140X200 MICROPANSY,QC 140X200 + 1PC 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,SINGLE,140X200,156,,4,39,0.69,2.76,3.26,107.64,127.14,27.5,19.0,33.0,0.017,0.6724575,,,3.88,605.28,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,issue on 21 aug etd,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,7548,,,54SSH27BECA0089,SSH27BECA0014,PROMO,,I981946,PARURE 200X200 MICROPANSY,QC:200X200 2PC: 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,STANDARD,200X200,156,,4,39,0.97,3.87,4.37,150.93,170.43,27.5,22.0,33.0,0.02,0.779,,,5.65,881.4,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,issue on 21 aug etd,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,7548,,,54SSH27BECA0089,SSH27BECA0014,PROMO,,I981947,PARURE 240X220 MICROPANSY,QC 240X220+ 2PC 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,DOUBLE,240X220,195,,5,39,,,6.64,,,34.0,27.5,33.0,,,,,6.49,1265.55,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,issue on 21 aug etd,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,cancelled product code,,,54SSH27BECA0089,SSH27BECA0014,PROMO,,I986003,PARURE 260X240 MICROPANSY,QC 260X240+ 2PC 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,KING,260x240,,156,4,0,1.46,5.85,6.35,0.0,0.0,30.0,27.5,33.0,0.027,,,,7.81,,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,issue on 21 aug etd,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,cancelled,,TEX BASIC,54SSH27BECA0095,SSH27BECA0015,REPLENISHMENT,,I294096,PARURE 260X240 MICROLINE,QC 260X240+ 2PC 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,KING,260X240,,120,4,30,1.46,5.85,6.35,175.5,190.5,30.0,27.5,33.0,0.027,,,,7.81,937.2,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,cancelled,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,,,,54SSH27BECA0094,SSH27BECA0015,REPLENISHMENT,,I972878,PARURE HC140 MICROJUNIOR,QC:140X200 1PC 60X60,,,,MICROJUNIOR STRIPES,,NAVY,DUVET/QUILT COVER SET,SINGLE,140X200,460,,5,92,0.55,2.77,3.27,254.84,300.84,27.5,24.0,33.0,0.022,2.00376,,,3.88,1784.8,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,no merging,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,,,,54SSH27BECA0094,SSH27BECA0015,REPLENISHMENT,,I972878,PARURE HC140 MICROJUNIOR,,,,,MICROJUNIOR POLKA DOT,,PINK,DUVET/QUILT COVER SET,SINGLE,140X200,460,,5,92,0.55,2.77,3.27,254.84,300.84,27.5,24.0,33.0,0.022,2.00376,,,3.88,1784.8,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,no merging,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,,,,54SSH27BECA0094,SSH27BECA0015,REPLENISHMENT,,I981942,PARURE 240X220 MICROLINE,QC 240X220+ 2PC 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,DOUBLE,240X220,300,,5,60,,,6.64,,,34.0,27.5,33.0,,,,,6.49,1947.0,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,no merging,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,,,,54SSH27BECA0094,SSH27BECA0015,REPLENISHMENT,,I981943,PARURE 200X200 MICROLINE,QC:200X200 2PC: 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,STANDARD,200X200,300,,4,75,0.97,3.87,4.37,290.25,327.75,27.5,22.0,33.0,0.02,1.497,,,5.65,1695.0,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,no merging,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,,,,54SSH27BECA0094,SSH27BECA0015,REPLENISHMENT,,I981944,PARURE 140X200 MICROLINE,QC 140X200 + 1PC 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,SINGLE,140X200,640,,4,160,0.69,2.76,3.26,441.6,521.6,27.5,19.0,33.0,0.017,2.7588,,,3.88,2483.2,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,no merging,,,
